materialID;netValue;orderID;year;item
63149307845;4441.26;99f95325-bd0a-4f2e-81cd-f1f0e3798318;2017;10
39225093822;773.54;a39c2bf1-08ab-415d-9b2d-b08bbce078c5;2020;10
30691964873;9144.2;a39c2bf1-08ab-415d-9b2d-b08bbce078c5;2020;20
39776788144;6116.67;a39c2bf1-08ab-415d-9b2d-b08bbce078c5;2020;30
19054700369;185.2;a39c2bf1-08ab-415d-9b2d-b08bbce078c5;2020;40
51197254518;1499.62;a39c2bf1-08ab-415d-9b2d-b08bbce078c5;2020;50
39776788144;14854.77;a39c2bf1-08ab-415d-9b2d-b08bbce078c5;2020;60
13595658925;6171.62;a39c2bf1-08ab-415d-9b2d-b08bbce078c5;2020;70
55512522599;1287.5;a39c2bf1-08ab-415d-9b2d-b08bbce078c5;2020;80
10525111307;854.35;cc6cd043-6645-49dc-8d2b-33ee54c22545;2020;10
15029937152;2300.48;cc6cd043-6645-49dc-8d2b-33ee54c22545;2020;20
38639604351;1639.65;cc6cd043-6645-49dc-8d2b-33ee54c22545;2020;30
52902942821;2368.16;cc6cd043-6645-49dc-8d2b-33ee54c22545;2020;40
63149307845;5921.68;cc6cd043-6645-49dc-8d2b-33ee54c22545;2020;50
63149307845;11103.15;cc6cd043-6645-49dc-8d2b-33ee54c22545;2020;60
69726393493;5630.4;cc6cd043-6645-49dc-8d2b-33ee54c22545;2020;70
55512522599;2575;ed2c5b8d-02f8-4f32-9579-3f4c94853801;2018;10
11691399191;1912.8;ed2c5b8d-02f8-4f32-9579-3f4c94853801;2018;20
10525111307;1196.09;ed2c5b8d-02f8-4f32-9579-3f4c94853801;2018;30
58027726905;4600.79;ed2c5b8d-02f8-4f32-9579-3f4c94853801;2018;40
13595658925;5730.79;780e4700-b2bd-4d3b-85b1-f3c16e4d3e73;2017;10
16292753683;1422.6;780e4700-b2bd-4d3b-85b1-f3c16e4d3e73;2017;20
63149307845;4441.26;780e4700-b2bd-4d3b-85b1-f3c16e4d3e73;2017;30
63149307845;2960.84;780e4700-b2bd-4d3b-85b1-f3c16e4d3e73;2017;40
52902942821;2368.16;780e4700-b2bd-4d3b-85b1-f3c16e4d3e73;2017;50
63149307845;11843.36;780e4700-b2bd-4d3b-85b1-f3c16e4d3e73;2017;60
70956280930;1124.77;780e4700-b2bd-4d3b-85b1-f3c16e4d3e73;2017;70
70956280930;1124.77;780e4700-b2bd-4d3b-85b1-f3c16e4d3e73;2017;80
11691399191;1721.52;780e4700-b2bd-4d3b-85b1-f3c16e4d3e73;2017;90
70956280930;2249.54;87f69f57-2ac8-4123-b475-ee697547965f;2017;10
36609604070;3313.4;87f69f57-2ac8-4123-b475-ee697547965f;2017;20
31016228020;4093.53;87f69f57-2ac8-4123-b475-ee697547965f;2017;30
58027726905;9201.58;87f69f57-2ac8-4123-b475-ee697547965f;2017;40
16292753683;2133.9;f9b40f8d-cb7d-40a5-9db9-0a91ea69e590;2016;10
18355331596;3848.52;f9b40f8d-cb7d-40a5-9db9-0a91ea69e590;2016;20
80248601958;1354.96;f9b40f8d-cb7d-40a5-9db9-0a91ea69e590;2016;30
18355331596;3848.52;f9b40f8d-cb7d-40a5-9db9-0a91ea69e590;2016;40
18145253826;1944.5;f9b40f8d-cb7d-40a5-9db9-0a91ea69e590;2016;50
51197254518;1499.62;f9b40f8d-cb7d-40a5-9db9-0a91ea69e590;2016;60
69726393493;5630.4;cdb8a325-9e51-4fec-a5e4-9f9f17f1ba60;2017;10
30691964873;5943.73;cdb8a325-9e51-4fec-a5e4-9f9f17f1ba60;2017;20
55512522599;2575;cdb8a325-9e51-4fec-a5e4-9f9f17f1ba60;2017;30
37663629774;5549.58;cdb8a325-9e51-4fec-a5e4-9f9f17f1ba60;2017;40
15029937152;4313.4;cdb8a325-9e51-4fec-a5e4-9f9f17f1ba60;2017;50
69726393493;1407.6;cdb8a325-9e51-4fec-a5e4-9f9f17f1ba60;2017;60
33274885875;4251.72;cdb8a325-9e51-4fec-a5e4-9f9f17f1ba60;2017;70
15972386457;712.98;cdb8a325-9e51-4fec-a5e4-9f9f17f1ba60;2017;80
80248601958;1354.96;cdb8a325-9e51-4fec-a5e4-9f9f17f1ba60;2017;90
69726393493;11964.6;02ea0e8d-aed0-45bd-b2b1-7be3e943ed59;2020;10
13595658925;8375.77;02ea0e8d-aed0-45bd-b2b1-7be3e943ed59;2020;20
15029937152;862.68;02ea0e8d-aed0-45bd-b2b1-7be3e943ed59;2020;30
37037154580;4358.41;5e9fabd4-79bc-468b-89aa-aa72938c415a;2016;10
58027726905;9201.58;95263497-7c37-4399-bacb-d37f0a9f496a;2018;10
51197254518;1499.62;95263497-7c37-4399-bacb-d37f0a9f496a;2018;20
37663629774;2466.48;95263497-7c37-4399-bacb-d37f0a9f496a;2018;30
19054700369;439.85;95263497-7c37-4399-bacb-d37f0a9f496a;2018;40
12953196312;1004.7;21503c09-704d-4b80-b116-34da8640b658;2016;10
36609604070;1656.7;21503c09-704d-4b80-b116-34da8640b658;2016;20
63149307845;9622.73;21503c09-704d-4b80-b116-34da8640b658;2016;30
37663629774;4316.34;21503c09-704d-4b80-b116-34da8640b658;2016;40
38639604351;4263.09;21503c09-704d-4b80-b116-34da8640b658;2016;50
70956280930;1124.77;21503c09-704d-4b80-b116-34da8640b658;2016;60
39776788144;6990.48;21503c09-704d-4b80-b116-34da8640b658;2016;70
19054700369;393.55;21503c09-704d-4b80-b116-34da8640b658;2016;80
18145253826;583.35;da18577e-7426-4f12-8843-19c1298287c6;2019;10
13595658925;8816.6;da18577e-7426-4f12-8843-19c1298287c6;2019;20
10525111307;2392.18;da18577e-7426-4f12-8843-19c1298287c6;2019;30
13595658925;6612.45;da18577e-7426-4f12-8843-19c1298287c6;2019;40
10525111307;1366.96;da18577e-7426-4f12-8843-19c1298287c6;2019;50
33274885875;4606.03;da18577e-7426-4f12-8843-19c1298287c6;2019;60
38639604351;5574.81;da18577e-7426-4f12-8843-19c1298287c6;2019;70
16292753683;6757.35;5b9648b4-e26f-47eb-8815-90612b05d1b2;2019;10
16292753683;3200.85;5b9648b4-e26f-47eb-8815-90612b05d1b2;2019;20
18145253826;1361.15;dccf064a-b915-4829-b34c-e7b1029e3f62;2017;10
63149307845;13323.78;dccf064a-b915-4829-b34c-e7b1029e3f62;2017;20
12953196312;669.8;dccf064a-b915-4829-b34c-e7b1029e3f62;2017;30
38639604351;6558.6;2689ddbe-87a8-4e2d-8aae-b59f9100f5cb;2018;10
70956280930;1124.77;2689ddbe-87a8-4e2d-8aae-b59f9100f5cb;2018;20
19054700369;115.75;2689ddbe-87a8-4e2d-8aae-b59f9100f5cb;2018;30
30691964873;5486.52;2689ddbe-87a8-4e2d-8aae-b59f9100f5cb;2018;40
12953196312;1138.66;2689ddbe-87a8-4e2d-8aae-b59f9100f5cb;2018;50
18145253826;2722.3;f3bf0267-4171-48c7-a6e6-74d0c24c01d5;2016;10
33274885875;6023.27;f3bf0267-4171-48c7-a6e6-74d0c24c01d5;2016;20
13595658925;3526.64;f3bf0267-4171-48c7-a6e6-74d0c24c01d5;2016;30
38639604351;2295.51;f3bf0267-4171-48c7-a6e6-74d0c24c01d5;2016;40
37037154580;5603.67;f3bf0267-4171-48c7-a6e6-74d0c24c01d5;2016;50
38639604351;3279.3;1ee21f75-8b2c-426f-bda3-05d2cb70d0d0;2017;10
11691399191;3443.04;1ee21f75-8b2c-426f-bda3-05d2cb70d0d0;2017;20
36609604070;1656.7;1ee21f75-8b2c-426f-bda3-05d2cb70d0d0;2017;30
37037154580;11829.97;a447b268-bd3a-4460-8aa0-7418de51b70a;2019;10
39906521365;699.23;a447b268-bd3a-4460-8aa0-7418de51b70a;2019;20
39906521365;399.56;a447b268-bd3a-4460-8aa0-7418de51b70a;2019;30
18355331596;2244.97;2abae912-f1dd-4818-b553-9222b8848d81;2018;10
18145253826;2527.85;2abae912-f1dd-4818-b553-9222b8848d81;2018;20
31016228020;9356.64;6bf70457-488b-4021-89a6-4831b6721ac9;2017;10
15029937152;5463.64;6bf70457-488b-4021-89a6-4831b6721ac9;2017;20
18145253826;2722.3;6bf70457-488b-4021-89a6-4831b6721ac9;2017;30
15972386457;396.1;6bf70457-488b-4021-89a6-4831b6721ac9;2017;40
58027726905;9201.58;6bf70457-488b-4021-89a6-4831b6721ac9;2017;50
18145253826;2333.4;6bf70457-488b-4021-89a6-4831b6721ac9;2017;60
37037154580;11829.97;6bf70457-488b-4021-89a6-4831b6721ac9;2017;70
18355331596;2886.39;6bf70457-488b-4021-89a6-4831b6721ac9;2017;80
69726393493;4926.6;75504361-65ec-4904-bd4f-0675eddaf7fd;2017;10
15972386457;237.66;75504361-65ec-4904-bd4f-0675eddaf7fd;2017;20
69726393493;7038;75504361-65ec-4904-bd4f-0675eddaf7fd;2017;30
11691399191;3825.6;75504361-65ec-4904-bd4f-0675eddaf7fd;2017;40
16292753683;3912.15;75504361-65ec-4904-bd4f-0675eddaf7fd;2017;50
19054700369;185.2;75504361-65ec-4904-bd4f-0675eddaf7fd;2017;60
55512522599;2575;75504361-65ec-4904-bd4f-0675eddaf7fd;2017;70
78335839510;5922.14;75504361-65ec-4904-bd4f-0675eddaf7fd;2017;80
39776788144;3495.24;c78787b3-18fc-4355-945c-d2b10e830a45;2017;10
30691964873;2286.05;c78787b3-18fc-4355-945c-d2b10e830a45;2017;20
39906521365;1298.57;c78787b3-18fc-4355-945c-d2b10e830a45;2017;30
13595658925;5289.96;c78787b3-18fc-4355-945c-d2b10e830a45;2017;40
58027726905;4600.79;c78787b3-18fc-4355-945c-d2b10e830a45;2017;50
87352686850;1931.98;fd2a583d-ec9e-4f40-ba43-f74535dfb33c;2020;10
33274885875;3188.79;fd2a583d-ec9e-4f40-ba43-f74535dfb33c;2020;20
69726393493;7741.8;bdbf7ff2-da20-4852-bd67-0eea39939a3f;2018;10
80248601958;2709.92;bdbf7ff2-da20-4852-bd67-0eea39939a3f;2018;20
52902942821;4736.32;bdbf7ff2-da20-4852-bd67-0eea39939a3f;2018;30
52902942821;2368.16;bdbf7ff2-da20-4852-bd67-0eea39939a3f;2018;40
31016228020;9941.43;bdbf7ff2-da20-4852-bd67-0eea39939a3f;2018;50
39906521365;899.01;20b5209f-862e-4862-9dd5-0910302b9736;2019;10
13595658925;4849.13;20b5209f-862e-4862-9dd5-0910302b9736;2019;20
18145253826;3889;20b5209f-862e-4862-9dd5-0910302b9736;2019;30
18355331596;3207.1;20b5209f-862e-4862-9dd5-0910302b9736;2019;40
78335839510;8460.2;20b5209f-862e-4862-9dd5-0910302b9736;2019;50
58027726905;9201.58;20b5209f-862e-4862-9dd5-0910302b9736;2019;60
55512522599;2575;20b5209f-862e-4862-9dd5-0910302b9736;2019;70
70956280930;1124.77;20b5209f-862e-4862-9dd5-0910302b9736;2019;80
31016228020;1754.37;20b5209f-862e-4862-9dd5-0910302b9736;2019;90
30691964873;457.21;aed0ae2c-735a-489e-a8a7-dc78c5433e05;2019;10
52902942821;2368.16;aed0ae2c-735a-489e-a8a7-dc78c5433e05;2019;20
10525111307;512.61;aed0ae2c-735a-489e-a8a7-dc78c5433e05;2019;30
37663629774;8016.06;aed0ae2c-735a-489e-a8a7-dc78c5433e05;2019;40
15029937152;1437.8;aed0ae2c-735a-489e-a8a7-dc78c5433e05;2019;50
58027726905;4600.79;aed0ae2c-735a-489e-a8a7-dc78c5433e05;2019;60
39906521365;399.56;aed0ae2c-735a-489e-a8a7-dc78c5433e05;2019;70
80248601958;1354.96;aed0ae2c-735a-489e-a8a7-dc78c5433e05;2019;80
39225093822;3867.7;aed0ae2c-735a-489e-a8a7-dc78c5433e05;2019;90
37663629774;616.62;789db0ce-a642-44eb-ab0e-96116a3f57b7;2019;10
63149307845;2960.84;789db0ce-a642-44eb-ab0e-96116a3f57b7;2019;20
12953196312;803.76;789db0ce-a642-44eb-ab0e-96116a3f57b7;2019;30
13595658925;1763.32;dd7f9cbe-c142-496b-aa32-781cb6dc9101;2018;10
55512522599;1287.5;dd7f9cbe-c142-496b-aa32-781cb6dc9101;2018;20
39906521365;1298.57;dd7f9cbe-c142-496b-aa32-781cb6dc9101;2018;30
19054700369;138.9;dd7f9cbe-c142-496b-aa32-781cb6dc9101;2018;40
38639604351;2623.44;dd7f9cbe-c142-496b-aa32-781cb6dc9101;2018;50
30691964873;7315.36;dd7f9cbe-c142-496b-aa32-781cb6dc9101;2018;60
19054700369;185.2;dd7f9cbe-c142-496b-aa32-781cb6dc9101;2018;70
70956280930;2249.54;98edbb41-64c6-4290-964f-9fa92559e499;2018;10
39225093822;1160.31;98edbb41-64c6-4290-964f-9fa92559e499;2018;20
55512522599;2575;98edbb41-64c6-4290-964f-9fa92559e499;2018;30
12953196312;535.84;98edbb41-64c6-4290-964f-9fa92559e499;2018;40
37663629774;3699.72;98edbb41-64c6-4290-964f-9fa92559e499;2018;50
69726393493;4222.8;98edbb41-64c6-4290-964f-9fa92559e499;2018;60
39225093822;3094.16;98edbb41-64c6-4290-964f-9fa92559e499;2018;70
15972386457;792.2;98edbb41-64c6-4290-964f-9fa92559e499;2018;80
18145253826;1750.05;49066da3-9cdb-4b17-a07d-c3266fff040d;2017;10
13595658925;3085.81;49066da3-9cdb-4b17-a07d-c3266fff040d;2017;20
18145253826;583.35;49066da3-9cdb-4b17-a07d-c3266fff040d;2017;30
15972386457;158.44;49066da3-9cdb-4b17-a07d-c3266fff040d;2017;40
13595658925;440.83;49066da3-9cdb-4b17-a07d-c3266fff040d;2017;50
63149307845;740.21;bd4d3e33-e117-48f2-9958-f2b5ac9d544f;2018;10
63149307845;1480.42;bd4d3e33-e117-48f2-9958-f2b5ac9d544f;2018;20
33274885875;6377.58;bd4d3e33-e117-48f2-9958-f2b5ac9d544f;2018;30
15972386457;237.66;bd4d3e33-e117-48f2-9958-f2b5ac9d544f;2018;40
51197254518;1499.62;bd4d3e33-e117-48f2-9958-f2b5ac9d544f;2018;50
10525111307;341.74;bd4d3e33-e117-48f2-9958-f2b5ac9d544f;2018;60
38639604351;2295.51;bd4d3e33-e117-48f2-9958-f2b5ac9d544f;2018;70
39906521365;1798.02;bd4d3e33-e117-48f2-9958-f2b5ac9d544f;2018;80
18355331596;4810.65;c72d89d4-d298-40a3-8cd8-aca9dd179bec;2019;10
12953196312;1205.64;c72d89d4-d298-40a3-8cd8-aca9dd179bec;2019;20
69726393493;10557;c72d89d4-d298-40a3-8cd8-aca9dd179bec;2019;30
39906521365;599.34;c72d89d4-d298-40a3-8cd8-aca9dd179bec;2019;40
18355331596;5772.78;c72d89d4-d298-40a3-8cd8-aca9dd179bec;2019;50
33274885875;3897.41;c72d89d4-d298-40a3-8cd8-aca9dd179bec;2019;60
38639604351;2623.44;c72d89d4-d298-40a3-8cd8-aca9dd179bec;2019;70
10525111307;2733.92;f0214228-67a9-4bff-8c14-d098720f74c5;2017;10
30691964873;3200.47;f0214228-67a9-4bff-8c14-d098720f74c5;2017;20
70956280930;1124.77;f0214228-67a9-4bff-8c14-d098720f74c5;2017;30
55512522599;1287.5;f0214228-67a9-4bff-8c14-d098720f74c5;2017;40
16292753683;2489.55;f0214228-67a9-4bff-8c14-d098720f74c5;2017;50
69726393493;3519;f0214228-67a9-4bff-8c14-d098720f74c5;2017;60
39906521365;399.56;f0214228-67a9-4bff-8c14-d098720f74c5;2017;70
15029937152;4025.84;f0214228-67a9-4bff-8c14-d098720f74c5;2017;80
80248601958;2709.92;f0214228-67a9-4bff-8c14-d098720f74c5;2017;90
33274885875;6731.89;17c3913a-bcfb-46f7-8e9e-3963d0ed60a4;2017;10
39776788144;8738.1;17c3913a-bcfb-46f7-8e9e-3963d0ed60a4;2017;20
30691964873;1828.84;17c3913a-bcfb-46f7-8e9e-3963d0ed60a4;2017;30
80248601958;1354.96;17c3913a-bcfb-46f7-8e9e-3963d0ed60a4;2017;40
16292753683;1422.6;09e24b0b-7b87-4bef-a21b-cdcb85dc8688;2017;10
33274885875;4606.03;09e24b0b-7b87-4bef-a21b-cdcb85dc8688;2017;20
33274885875;4960.34;09e24b0b-7b87-4bef-a21b-cdcb85dc8688;2017;30
12953196312;669.8;09e24b0b-7b87-4bef-a21b-cdcb85dc8688;2017;40
33274885875;5314.65;09e24b0b-7b87-4bef-a21b-cdcb85dc8688;2017;50
11691399191;3060.48;07233af7-3801-415d-8a5e-d5141765d3b9;2019;10
10525111307;2392.18;07233af7-3801-415d-8a5e-d5141765d3b9;2019;20
11691399191;765.12;07233af7-3801-415d-8a5e-d5141765d3b9;2019;30
39906521365;1098.79;07233af7-3801-415d-8a5e-d5141765d3b9;2019;40
39225093822;6575.09;07233af7-3801-415d-8a5e-d5141765d3b9;2019;50
39225093822;7348.63;07233af7-3801-415d-8a5e-d5141765d3b9;2019;60
11691399191;3634.32;07233af7-3801-415d-8a5e-d5141765d3b9;2019;70
39776788144;10485.72;19fb00be-41f9-40ae-a57b-80645ee2aae2;2016;10
36609604070;1656.7;19fb00be-41f9-40ae-a57b-80645ee2aae2;2016;20
51197254518;1499.62;19fb00be-41f9-40ae-a57b-80645ee2aae2;2016;30
63149307845;11843.36;19fb00be-41f9-40ae-a57b-80645ee2aae2;2016;40
12953196312;1138.66;19fb00be-41f9-40ae-a57b-80645ee2aae2;2016;50
15972386457;871.42;19fb00be-41f9-40ae-a57b-80645ee2aae2;2016;60
15972386457;554.54;19fb00be-41f9-40ae-a57b-80645ee2aae2;2016;70
37037154580;1867.89;19fb00be-41f9-40ae-a57b-80645ee2aae2;2016;80
10525111307;854.35;19fb00be-41f9-40ae-a57b-80645ee2aae2;2016;90
58027726905;9201.58;d7df35cd-413f-4b0a-8209-d4f34b4d46d8;2019;10
80248601958;2709.92;d7df35cd-413f-4b0a-8209-d4f34b4d46d8;2019;20
30691964873;7315.36;d7df35cd-413f-4b0a-8209-d4f34b4d46d8;2019;30
11691399191;1338.96;d7df35cd-413f-4b0a-8209-d4f34b4d46d8;2019;40
39776788144;6116.67;d7df35cd-413f-4b0a-8209-d4f34b4d46d8;2019;50
58027726905;9201.58;d7df35cd-413f-4b0a-8209-d4f34b4d46d8;2019;60
39225093822;2320.62;d7df35cd-413f-4b0a-8209-d4f34b4d46d8;2019;70
78335839510;4653.11;d7df35cd-413f-4b0a-8209-d4f34b4d46d8;2019;80
58027726905;4600.79;91c51b7b-e145-4fc1-89a4-bd9a940f8299;2018;10
30691964873;4572.1;91c51b7b-e145-4fc1-89a4-bd9a940f8299;2018;20
15029937152;575.12;91c51b7b-e145-4fc1-89a4-bd9a940f8299;2018;30
38639604351;655.86;91c51b7b-e145-4fc1-89a4-bd9a940f8299;2018;40
19054700369;208.35;91c51b7b-e145-4fc1-89a4-bd9a940f8299;2018;50
13595658925;4849.13;91c51b7b-e145-4fc1-89a4-bd9a940f8299;2018;60
69726393493;8445.6;11452794-9077-439e-931d-9691f665cad8;2016;10
15972386457;633.76;11452794-9077-439e-931d-9691f665cad8;2016;20
10525111307;683.48;11452794-9077-439e-931d-9691f665cad8;2016;30
70956280930;1124.77;11452794-9077-439e-931d-9691f665cad8;2016;40
70956280930;1124.77;11452794-9077-439e-931d-9691f665cad8;2016;50
10525111307;2904.79;11452794-9077-439e-931d-9691f665cad8;2016;60
52902942821;2368.16;11452794-9077-439e-931d-9691f665cad8;2016;70
15029937152;1725.36;11452794-9077-439e-931d-9691f665cad8;2016;80
70956280930;1124.77;75f3f6ab-bc88-4f4d-af01-cf65c8dbf7c1;2017;10
10525111307;170.87;75f3f6ab-bc88-4f4d-af01-cf65c8dbf7c1;2017;20
36609604070;3313.4;75f3f6ab-bc88-4f4d-af01-cf65c8dbf7c1;2017;30
69726393493;4222.8;75f3f6ab-bc88-4f4d-af01-cf65c8dbf7c1;2017;40
15029937152;4600.96;75f3f6ab-bc88-4f4d-af01-cf65c8dbf7c1;2017;50
11691399191;3251.76;75f3f6ab-bc88-4f4d-af01-cf65c8dbf7c1;2017;60
15029937152;2300.48;75f3f6ab-bc88-4f4d-af01-cf65c8dbf7c1;2017;70
36609604070;1656.7;8c9a8048-cbbe-4373-8aaf-094a3567a5f8;2018;10
11691399191;2677.92;8c9a8048-cbbe-4373-8aaf-094a3567a5f8;2018;20
11691399191;1338.96;8c9a8048-cbbe-4373-8aaf-094a3567a5f8;2018;30
39776788144;8738.1;8c9a8048-cbbe-4373-8aaf-094a3567a5f8;2018;40
70956280930;1124.77;8c9a8048-cbbe-4373-8aaf-094a3567a5f8;2018;50
18355331596;4169.23;8c9a8048-cbbe-4373-8aaf-094a3567a5f8;2018;60
87352686850;3863.96;99c262a5-37ee-4df6-91e1-5b7b7f81387b;2019;10
80248601958;1354.96;99c262a5-37ee-4df6-91e1-5b7b7f81387b;2019;20
10525111307;1708.7;99c262a5-37ee-4df6-91e1-5b7b7f81387b;2019;30
18145253826;2722.3;99c262a5-37ee-4df6-91e1-5b7b7f81387b;2019;40
16292753683;3200.85;99c262a5-37ee-4df6-91e1-5b7b7f81387b;2019;50
37663629774;3699.72;99c262a5-37ee-4df6-91e1-5b7b7f81387b;2019;60
12953196312;937.72;99c262a5-37ee-4df6-91e1-5b7b7f81387b;2019;70
13595658925;2644.98;99c262a5-37ee-4df6-91e1-5b7b7f81387b;2019;80
31016228020;3508.74;a4ab90c9-418a-493c-b2ec-b0415f7231cf;2017;10
16292753683;2133.9;a4ab90c9-418a-493c-b2ec-b0415f7231cf;2017;20
39776788144;8738.1;a4ab90c9-418a-493c-b2ec-b0415f7231cf;2017;30
58027726905;9201.58;d97c9049-3f62-4bd8-aaf9-a357af79b554;2018;10
12953196312;1205.64;d97c9049-3f62-4bd8-aaf9-a357af79b554;2018;20
15972386457;792.2;d97c9049-3f62-4bd8-aaf9-a357af79b554;2018;30
80248601958;1354.96;d97c9049-3f62-4bd8-aaf9-a357af79b554;2018;40
51197254518;1499.62;d97c9049-3f62-4bd8-aaf9-a357af79b554;2018;50
69726393493;13372.2;d97c9049-3f62-4bd8-aaf9-a357af79b554;2018;60
15029937152;2588.04;d97c9049-3f62-4bd8-aaf9-a357af79b554;2018;70
52902942821;4736.32;5538bad0-be48-4dd9-a010-dd733793278c;2019;10
38639604351;3607.23;5538bad0-be48-4dd9-a010-dd733793278c;2019;20
38639604351;4918.95;1b496d8d-7258-4c4a-b9a1-7351cbdf2f94;2017;10
37037154580;3735.78;1b496d8d-7258-4c4a-b9a1-7351cbdf2f94;2017;20
39906521365;1897.91;1b496d8d-7258-4c4a-b9a1-7351cbdf2f94;2017;30
11691399191;765.12;1b496d8d-7258-4c4a-b9a1-7351cbdf2f94;2017;40
87352686850;1931.98;1b496d8d-7258-4c4a-b9a1-7351cbdf2f94;2017;50
58027726905;9201.58;1b496d8d-7258-4c4a-b9a1-7351cbdf2f94;2017;60
70956280930;2249.54;1ead7d7e-d56c-4f15-95a9-0fbcf315f143;2019;10
51197254518;2999.24;1ead7d7e-d56c-4f15-95a9-0fbcf315f143;2019;20
15029937152;5176.08;1ead7d7e-d56c-4f15-95a9-0fbcf315f143;2019;30
39225093822;4254.47;1ead7d7e-d56c-4f15-95a9-0fbcf315f143;2019;40
63149307845;13323.78;1ead7d7e-d56c-4f15-95a9-0fbcf315f143;2019;50
15029937152;2588.04;5e70140e-5a6a-4525-ac88-a03eb4248f7a;2017;10
31016228020;1169.58;5e70140e-5a6a-4525-ac88-a03eb4248f7a;2017;20
80248601958;1354.96;5e70140e-5a6a-4525-ac88-a03eb4248f7a;2017;30
38639604351;5574.81;5e70140e-5a6a-4525-ac88-a03eb4248f7a;2017;40
38639604351;3935.16;5e70140e-5a6a-4525-ac88-a03eb4248f7a;2017;50
38639604351;6230.67;5e70140e-5a6a-4525-ac88-a03eb4248f7a;2017;60
52902942821;4736.32;d4566ebc-501b-4f5f-b7c8-f9762ae5b1ed;2018;10
16292753683;6046.05;d4566ebc-501b-4f5f-b7c8-f9762ae5b1ed;2018;20
33274885875;6377.58;d4566ebc-501b-4f5f-b7c8-f9762ae5b1ed;2018;30
70956280930;2249.54;d4566ebc-501b-4f5f-b7c8-f9762ae5b1ed;2018;40
70956280930;1124.77;d4566ebc-501b-4f5f-b7c8-f9762ae5b1ed;2018;50
18355331596;2244.97;d4566ebc-501b-4f5f-b7c8-f9762ae5b1ed;2018;60
13595658925;5289.96;d4566ebc-501b-4f5f-b7c8-f9762ae5b1ed;2018;70
15972386457;554.54;a234d840-b62c-4ca4-bd51-87ef51de61b8;2017;10
